nbamp,"Публичное акционерное общество ""Находкинская база активного морского рыболовства""","ПАО ""НБАМР""","Public Joint Stock Company ""NAKHODKA ACTIVE MARINE FISHERY BASE""",45.0,RUB,,RU0008055892,665661,stock_shares,preferred_share,0.0,0.0
urrm,"Открытое акционерное общество ""Уралредмет""","ОАО ""Уралредмет""","Joint Stock Company ""Uralredmet""",0.13,RUB,,RU000A0JQ3C0,950344,stock_shares,common_share,0.0,0.0
KMEZ,Ковровский механический завод,КМЗ,Kovrov Mech. Zavod,250.0,SUR,2009-09-07,RU0006753613,3764600,stock_shares,common_share,0.0,0.0
vspt,"Акционерное общество ""Восточно-Сибирского промышленного железнодорожного транспорта""","АО ""В-Сибпромтранс""","Joint Stock Company ""Of East - Siberian industrial railway transport""",100.0,RUB,,,1125550,stock_shares,common_share,0.0,0.0
BKR-RM,Baker Hughes A Ge CO Cl A,Baker Hugh,Baker Hughes A Ge CO Cl A,1.0E-4,USD,2021-03-01,US05722G1004,828487126,stock_shares,common_share,0.0,0.0
GPC-RM,Genuine Parts Ord Shs,GenuinePar,Genuine Parts Ord Shs,1.0,USD,2021-09-01,US3724601055,143212499,stock_shares,common_share,0.0,0.0
ABMD-RM,ABIOMED Ord Shs,ABIOMED,ABIOMED Ord Shs,0.01,USD,2021-09-01,US0036541003,45380233,stock_shares,common_share,0.0,0.0
ED-RM,Consolidated Edison Ord Shs,ConEdison,Consolidated Edison Ord Shs,0.1,USD,2021-09-01,US2091151041,353381808,stock_shares,common_share,0.0,0.0
KBSB,ТНС энерго Кубань ПАО ао,ТНСэКубань,TNS energo Kuban Company,0.56,SUR,2008-02-08,RU000A0JNJ11,17869440,stock_shares,common_share,0.0,0.0
acru,"Открытое акционерное общество ""Авиационная корпорация ""Рубин""","ОАО АК ""Рубин""","Joint Stock Company  ""Rubin Aviation Corporation""",1500.0,RUB,,RU000A0JRM20,65280,stock_shares,common_share,0.0,0.0
OMC-RM,Omnicom Group Inc. Ordshs,OmnicomGrp,Omnicom Group Inc. Ordshs,0.15,USD,2021-11-01,US6819191064,212558522,stock_shares,common_share,0.0,0.0
TMO-RM,Thermo Fisher Scientific Inc.,ThermoFish,Thermo Fisher Scientific Inc.,1.0,USD,2021-04-01,US8835561023,393418899,stock_shares,common_share,0.0,0.0
mush,"Открытое акционерное общество ""Мурманское морское пароходство""","ОАО ""ММП""","Joint Stock Company ""Murmansk Shipping Company""",1.0,RUB,,RU0009100481,943454,stock_shares,common_share,0.0,0.0
UA-RM,"Under Armour, Inc.",UndArmour,"Under Armour, Inc.",3.3E-4,USD,2021-07-01,US9043112062,245183088,stock_shares,common_share,0.0,0.0
rzmk,"Акционерное общество ""Рязанский мясокомбинат""","АО ""Рязанский мясокомбинат""","Joint-Stock Company ""Ryazanskij myasokombinat""",1.0,RUB,,RU000A0JQG52,116000,stock_shares,common_share,0.0,0.0
XEL-RM,Xcel Energy Inc. ORD SHS,XcelEnergy,Xcel Energy Inc. ORD SHS,2.5,USD,2021-10-01,US98389B1008,538436651,stock_shares,common_share,0.0,0.0
TORS,"ао ""Томская распределит.комп.""",ТРК ао,Tomsk raspredelit. komp ao,0.4916,SUR,2005-12-28,RU000A0ETZF2,3819315580,stock_shares,common_share,0.0,0.0
CZR-RM,Caesars Entertainment ORD SHS,CaesarsEnt,Caesars Entertainment ORD SHS,1.0E-5,USD,2021-10-01,US12769G1004,213429619,stock_shares,common_share,0.0,0.0
HUM-RM,Humana Inc.,Humana,Humana Inc.,0.16667,USD,2021-08-02,US4448591028,128504664,stock_shares,common_share,0.0,0.0
SRE-RM,SEMPRA ORD SHS,Sempra,SEMPRA ORD SHS,,SUR,2021-11-01,US8168511090,319328331,stock_shares,common_share,0.0,0.0
QRVO-RM,"Qorvo, Inc.",Qorvo,"Qorvo, Inc.",1.0E-4,USD,2021-08-02,US74736K1016,111141526,stock_shares,common_share,0.0,0.0
UBER-RM,"Uber Technologies, Inc.",Uber,"Uber Technologies, Inc.",1.0E-5,USD,2020-12-01,US90353T1007,1884346863,stock_shares,common_share,0.0,0.0
MTB-RM,M&T Bank Co ORD SHS,M&T Bank,M&T Bank Co ORD SHS,0.5,USD,2021-11-01,US55261F1049,128677826,stock_shares,common_share,0.0,0.0
SWK-RM,Stanley Black & Decker ORD SHS,StanleyBl,Stanley Black & Decker ORD SHS,2.5,USD,2021-11-01,US8545021011,162962070,stock_shares,common_share,0.0,0.0
MOEX,ПАО Московская Биржа,МосБиржа,MoscowExchange,1.0,SUR,2013-02-04,RU000A0JR4A1,2276401458,stock_shares,common_share,0.0,0.0
gmst,"Акционерное общество Холдинговая компания ""Главмосстрой""","АО ""Компания ""Главмосстрой""","Stock Holding Company ""Glavmosstroy""",0.05,RUB,,RU000A0HNHD1,1931060,stock_shares,common_share,0.0,0.0
BK-RM,The Bank of NY Mellon Corp,BNYMellon,The Bank of NY Mellon Corp,0.01,USD,2021-07-01,US0640581007,863173678,stock_shares,common_share,0.0,0.0
MSNG,МосЭнерго акции обыкн.,+МосЭнерго,MosEnrg,1.0,SUR,2005-01-11,RU0008958863,39749359700,stock_shares,common_share,0.0,0.0
MDLZ-RM,"Mondelez International, Inc.",Mondelez,"Mondelez International, Inc.",,USD,2021-07-01,US6092071058,1397817443,stock_shares,common_share,0.0,0.0
ZM-RM,"Zoom Video Communications,Inc",Zoom,"Zoom Video Communications,Inc",0.001,USD,2021-06-01,US98980L1017,240744533,stock_shares,common_share,0.0,0.0
ljaz,"Открытое акционерное общество ""Лужский абразивный завод""","ОАО ""ЛАЗ""","Public Joint-Stock Company ""Luzhskij abrazivnyj zavod""",100.0,RUB,,RU000A0JJ792,23552,stock_shares,common_share,0.0,0.0
TGKDP,Квадра ПАО ап,Квадра-п,Kvadra (pref),0.01,SUR,2007-03-27,RU000A0JNNB9,75272938838,stock_shares,preferred_share,0.0,0.0
EELT,"""ЕвропЭлектротехника"" ПАО ао",ЕвроЭлтех,European Eltech,1.0,SUR,2017-09-07,RU000A0JWW54,610000000,stock_shares,common_share,0.0,0.0
moib,"Публичное акционерное общество ""Московский Индустриальный банк""","ПАО ""МИнБанк""","JSCB ""Moscow Industrial bank"" PC",5.0,RUB,,RU000A0B90D9,439016901,stock_shares,common_share,0.0,0.0
RL-RM,Ralph Lauren Corporation,Lauren,Ralph Lauren Corporation,0.01,USD,2021-08-02,US7512121010,48628076,stock_shares,common_share,0.0,0.0
JNOS,Славнефть-ЯНОС (ПАО) ао,Славн-ЯНОС,Slavneft-JANOS,1.0,SUR,2008-10-14,RU0009100895,932654723,stock_shares,common_share,0.0,0.0
GLEN-ME,Glencore Xstrata plc FR SHS,GLEN-ао,Glencore Xstrata plc FR SHS,0.01,USD,2014-04-21,JE00B4T3BW64,,stock_shares,common_share,0.0,0.0
PBCT-RM,Peoples United Financial Ord S,Peoples,Peoples United Financial Ord S,0.01,USD,2021-09-01,US7127041058,427954775,stock_shares,common_share,0.0,0.0
OMZZP,"ап""Объединён.  маш. заводы""",ОМЗ-ап,OMZ (pref),0.1,SUR,2004-09-28,RU0009090559,2750000,stock_shares,preferred_share,0.0,0.0
sntz,"Открытое акционерное общество ""Синарский трубный завод""","ОАО ""СинТЗ""","Public Joint Stock Company ""Sinarsky Pipe Plant""",65.0,RUB,2008-10-14,RU0009152144,6295555,stock_shares,common_share,0.0,0.0
rzog,"Открытое акционерное общество ""Газпром газораспределение Рязанская область""","ОАО ""Газпром газораспределение Рязанская область""","Public Joint-Stock Company ""Gazprom gazoraspredelenie Ryazanskaya oblast""",0.01,RUB,,RU0008010863,4802110,stock_shares,common_share,0.0,0.0
NVTK,"ПАО ""НОВАТЭК"" ао",Новатэк ао,NOVATEK,0.1,SUR,2006-08-18,RU000A0DKVS5,3036306000,stock_shares,common_share,0.0,0.0
BSPB,"ПАО ""Банк ""Санкт-Петербург"" ао",БСП ао,BSP,1.0,SUR,2008-03-19,RU0009100945,475554232,stock_shares,common_share,0.0,0.0
tmpa,"Публичное акционерное общество ""Арзамасское научно-производственное предприятие ""ТЕМП-АВИА""","ПАО АНПП ""ТЕМП-АВИА""","Public Joint Stock Company ""Arzamas research and production enterprise ""TEMP-AVIA""",0.1,RUB,,RU000A0JQCP5,288983,stock_shares,common_share,0.0,0.0
DSKY,ПАО Детский мир,ДетскийМир,Detsky mir,4.0E-4,SUR,2017-02-10,RU000A0JSQ90,739000000,stock_shares,common_share,0.0,0.0
ARSA,УК Арсагера ПАО-ао,Арсагера,UK Arsagera,1.0,SUR,2008-04-07,RU000A0JP0Q7,123817165,stock_shares,common_share,0.0,0.0
MO-RM,Altria Group Ord Shs,Altria,Altria Group Ord Shs,0.33333,USD,2021-09-01,US02209S1033,1844077897,stock_shares,common_share,0.0,0.0
TFC-RM,Truist Financial Corp ORD SHS,Truist Fin,Truist Financial Corp ORD SHS,5.0,USD,2021-10-01,US89832Q1094,1334830560,stock_shares,common_share,0.0,0.0
ADI-RM,"Analog Devices, Inc. ORD SHS",AnalogDev,"Analog Devices, Inc. ORD SHS",0.16667,USD,2021-10-01,US0326541051,368214341,stock_shares,common_share,0.0,0.0
MRK-RM,"Merck & Co., Inc.",Merck & Co,"Merck & Co., Inc.",0.5,USD,2021-03-01,US58933Y1055,2531374696,stock_shares,common_share,0.0,0.0
VSYDP,Выборгский Суд.Завод ПАО ап,ВыбСудЗ ап,Viborgskii sudostr. Zavod ap,0.5,SUR,2012-09-25,RU0006334380,51839,stock_shares,preferred_share,0.0,0.0
bogz,"Открытое акционерное общество ""Газпром газораспределение Белгород""","ОАО ""Газпром газораспределение Белгород""","Public Joint-Stock Company ""Gazprom gazoraspredelenie Belgorod""",1.0,RUB,,RU000A0JRF86,80310,stock_shares,common_share,0.0,0.0
NKNCP,"""Нижнекамскнефтехим"" ПАО ап",НКНХ ап,Niznekamskneftekhim (pref),1.0,SUR,2008-04-04,RU0006765096,218983750,stock_shares,preferred_share,0.0,0.0
RSTIP,"""Российские сети"" ПАО ап",Россети ап,Rosseti ap,1.0,SUR,2014-01-06,RU000A0JPVK8,2075149384,stock_shares,preferred_share,0.0,0.0
KUZB,"Банк ""Кузнецкий"" ПАО ао",КузнецкийБ,"Bank ""Kuzneckiy""",0.01,SUR,2012-09-05,RU000A0JSQ66,22503490875,stock_shares,common_share,0.0,0.0
msot,"Открытое акционерное общество ""Мостостроительный отряд №19""","ОАО ""Мостоотряд №19""","Public Joint-Stock Company ""Mostostroitel'nyj otryad №19""",0.25,RUB,,RU000A0JP1T9,75776,stock_shares,common_share,0.0,0.0
QDEL-RM,Quidel Ord Shs,Quidel,Quidel Ord Shs,0.001,USD,2021-09-01,US74838J1016,41632759,stock_shares,common_share,0.0,0.0
UPRO,Юнипро ПАО ао,Юнипро ао,Unipro PAO ao,0.4,SUR,2007-05-24,RU000A0JNGA5,63048706145,stock_shares,common_share,0.0,0.0
YNDX,PLLC Yandex N.V. class A shs,Yandex clA,PLLC Yandex N.V.,0.01,EUR,2014-06-04,NL0009805522,323800479,stock_shares,common_share,0.0,0.0
MSRS,ПАО Россети Моск.рег. ао,РСетиМР ао,Rosseti Moscow Region,0.5,SUR,2006-02-09,RU000A0ET7Y7,48707091574,stock_shares,common_share,0.0,0.0
ITW-RM,Illinois Tool Ord Shs,ITW,Illinois Tool Ord Shs,0.01,USD,2021-09-01,US4523081093,314967814,stock_shares,common_share,0.0,0.0
TGKBP,"ап ПАО ""ТГК-2""",ТГК-2 ап,TGK-2 pref,0.01,SUR,2007-01-30,RU000A0JNGT5,16500533681,stock_shares,preferred_share,0.0,0.0
BEN-RM,Franklin Resources Ord Shs,FranklinR,Franklin Resources Ord Shs,0.1,USD,2021-09-01,US3546131018,502854184,stock_shares,common_share,0.0,0.0
YAKG,Якутская топл.-энерг. комп. ао,ЯТЭК ао,YaTEK ao,1.0,SUR,2011-12-09,RU0007796819,826919375,stock_shares,common_share,0.0,0.0
COTY-RM,Coty Inc.,Coty,Coty Inc.,0.01,USD,2021-07-01,US2220702037,766065761,stock_shares,common_share,0.0,0.0
NNSBP,ТНС энерго Нижний Новг.ПАО ап,ТНСэнНН ап,TNS energo Nizhniy Novg. pref,11.88,SUR,2005-11-08,RU000A0ET5B9,1063512,stock_shares,preferred_share,0.0,0.0
CRM-RM,"salesforce.com, inc.",salesforce,"salesforce.com, inc.",0.001,USD,2020-12-01,US79466L3024,979000000,stock_shares,common_share,0.0,0.0
PBF-RM,PBF Energy Ord Shs Class A,PBFEnergyA,PBF Energy Ord Shs Class A,0.001,USD,2021-09-01,US69318G1067,120247995,stock_shares,common_share,0.0,0.0
VJGZP,ННК-Варьеганнефтегаз ПАО ап,Варьеган-п,Var'eganneftegaz ap,0.1,SUR,2011-12-14,RU0007964789,5883050,stock_shares,preferred_share,0.0,0.0
TRMB-RM,Trimble Inc. ORD SHS,Trimble,Trimble Inc. ORD SHS,0.001,SUR,2021-11-01,US8962391004,251619889,stock_shares,common_share,0.0,0.0
AAPL-RM,Apple Inc.,Apple,Apple Inc.,1.0E-5,USD,2018-05-21,US0378331005,16530166000,stock_shares,common_share,0.0,0.0
lpog,"Акционерное общество ""Газпром газораспределение Липецк""","АО ""Газпром газораспределение Липецк""","Joint-Stock Company ""Gazprom gazoraspredelenie Lipeck""",1500.0,RUB,,RU0006753845,118988,stock_shares,common_share,0.0,0.0
PRFN,ЧЗПСН-Профнастил (ПАО) ао,ЧЗПСН ао,CZPSN-Profnasteel,0.1,SUR,2012-08-28,RU000A0JNXF9,838287450,stock_shares,common_share,0.0,0.0
T-RM,AT&T Inc.,ATT,AT&T Inc.,1.0,USD,2018-09-17,US00206R1023,7140000000,stock_shares,common_share,0.0,0.0
ZTS-RM,Zoetis Inc. ORD SHS,Zoetis,Zoetis Inc. ORD SHS,0.01,USD,2021-11-01,US98978V1035,473944193,stock_shares,common_share,0.0,0.0
INCY-RM,Incyte Corporation,Incyte,Incyte Corporation,0.001,USD,2021-06-01,US45337C1027,220835269,stock_shares,common_share,0.0,0.0
PKI-RM,"PerkinElmer, Inc. ORD SHS",PerkinElme,"PerkinElmer, Inc. ORD SHS",1.0,USD,2021-11-01,US7140461093,112114149,stock_shares,common_share,0.0,0.0
HWM-RM,Howmet Aerospace Inc. ORD SHS,HowmetAero,Howmet Aerospace Inc. ORD SHS,1.0,USD,2021-10-01,US4432011082,428912175,stock_shares,common_share,0.0,0.0
MSTT,"ПАО ""МОСТОТРЕСТ"" ао",Мостотрест,Mostotrest,0.14,SUR,2010-11-03,RU0009177331,282215500,stock_shares,common_share,0.0,0.0
LHX-RM,"L3Harris Techn, Inc. ORD SHS",L3HarrisTe,"L3Harris Techn, Inc. ORD SHS",1.0,USD,2021-11-01,US5024311095,200943675,stock_shares,common_share,0.0,0.0
KEYS-RM,Keysight Techno Inc ORD SHS,KeysightTe,Keysight Techno Inc ORD SHS,0.01,USD,2021-11-01,US49338L1035,184195849,stock_shares,common_share,0.0,0.0
ggok,"Публичное акционерное общество ""Гайский горно-обогатительный комбинат""","ПАО ""Гайский ГОК""","Public joint-stock company ""Gai Mining and processing plant""",0.5,RUB,,RU000A0B6071,617698,stock_shares,common_share,0.0,0.0
HOLX-RM,"Hologic, Inc. ORD SHS",Hologic,"Hologic, Inc. ORD SHS",0.01,USD,2021-10-01,US4364401012,253487389,stock_shares,common_share,0.0,0.0
TRV-RM,TRAVELERS COMPANIES INC ORDSHS,Travelers,TRAVELERS COMPANIES INC ORDSHS,,SUR,2021-11-01,US89417E1091,246008687,stock_shares,common_share,0.0,0.0
RTGZ,Газпром газорасп Р-н-Д ПАО ао,ГазпРнД ао,Gazprom gazorasp. Rostov ao,2000.0,SUR,2012-11-07,RU000A0JPG04,120246,stock_shares,common_share,0.0,0.0
MAS-RM,MASCO CORPORATION ORDSHS,Masco,MASCO CORPORATION ORDSHS,1.0,USD,2021-11-01,US5745991068,247162958,stock_shares,common_share,0.0,0.0
msts,"Акционерное общество ""Мостострой-11""","АО ""Мостострой-11""","Joint-stock company ""Mostostroy-11""",1000.0,RUB,,RU000A0JNW22,86670,stock_shares,common_share,0.0,0.0
tmsz,"Открытое акционерное общество ""Тихорецкий машиностроительный завод им. В.В. Воровского""","ОАО ""ТМЗ им. В.В. ВОРОВСКОГО""","Public Joint-Stock Company ""Tikhoretskij mashinostroitel'nyj zavod im. V.V. Vorovskogo""",0.2,RUB,,RU000A0JNRS4,184670,stock_shares,common_share,0.0,0.0
ccsg,"Публичное акционерное общество ""Группа компаний коммунальной сферы""","ПАО ""ККС-Групп""","Public Joint-Stock Company ""Gruppa kompanij kommunal'noj sfery""",0.01,RUB,,RU000A0JQGV4,5519683320,stock_shares,common_share,0.0,0.0
kzhb,"Открытое акционерное общество ""Красноярский завод холодильников ""Бирюса""","ОАО ""КЗХ ""Бирюса""","Joint-stock company ""Krasnoyarsk Pefrigerator Plant ""Biryusa""",1.0,RUB,,RU0006572104,201399724,stock_shares,common_share,0.0,0.0
PRU-RM,Prudential Financial Inc ORDSH,PrudentFin,Prudential Financial Inc ORDSH,0.01,USD,2021-10-01,US7443201022,386000000,stock_shares,common_share,0.0,0.0
CME-RM,CME Group Inc.,CME,CME Group Inc.,0.01,USD,2021-08-02,US12572Q1058,359135132,stock_shares,common_share,0.0,0.0
MMM-RM,3M Company,3M Company,3M Company,0.01,USD,2021-03-01,US88579Y1010,578638253,stock_shares,common_share,0.0,0.0
SFIN,ЭсЭфАй ПАО ао,ЭсЭфАй ао,SFI ao,0.67,SUR,2015-12-04,RU000A0JVW89,111637791,stock_shares,common_share,0.0,0.0
VSYD,Выборгский Суд.Завод ПАО ао,ВыбСудЗ ао,Viborgskii sudostr. Zavod ao,0.5,SUR,2012-09-25,RU0006334372,1553984,stock_shares,common_share,0.0,0.0
PTON-RM,Peloton Interact ORD SHS CL A,Peloton A,Peloton Interact ORD SHS CL A,3.0E-5,USD,2021-11-01,US70614W1009,271506610,stock_shares,common_share,0.0,0.0
MSST,Мультисистема ОАО ао,МультиСис,Mul'tisistema ao,0.001,SUR,2012-12-19,RU000A0JTFH9,100000000,stock_shares,common_share,0.0,0.0
HPE-RM,Hewlett Packard Enterprise,HPE,Hewlett Packard Enterprise,0.01,USD,2021-05-04,US42824C1099,1308050014,stock_shares,common_share,0.0,0.0
RZSB,"""Рязанская энергосб.комп"" ПАО",РязЭнСб,"JSC ""Ryazanenergosbyt""",0.05,SUR,2005-09-16,RU000A0D9AF5,206940220,stock_shares,common_share,0.0,0.0
PENN-RM,Penn National Gaming ORD SHS,Penn NG,Penn National Gaming ORD SHS,0.01,USD,2021-10-01,US7075691094,156789295,stock_shares,common_share,0.0,0.0
CHRW-RM,"C.H. Robinson Worldwide, Inc.",CHRobinson,"C.H. Robinson Worldwide, Inc.",0.1,USD,2021-08-02,US12541W2098,131711746,stock_shares,common_share,0.0,0.0
BLK-RM,BlackRock Inc.,BlackRock,BlackRock Inc.,0.01,USD,2021-06-01,US09247X1019,152195794,stock_shares,common_share,0.0,0.0
PH-RM,Parker-Hannifin Corp ORD SHS,Parker-Han,Parker-Hannifin Corp ORD SHS,0.5,USD,2021-11-01,US7010941042,129101437,stock_shares,common_share,0.0,0.0
LKQ-RM,LKQ CORPORATION ORDSHS,LKQ Corp,LKQ CORPORATION ORDSHS,0.01,USD,2021-11-01,US5018892084,293875364,stock_shares,common_share,0.0,0.0
bmkk,"Акционерное общество ""Белорецкий металлургический комбинат""","АО ""БМК""",Beloretsk Metallurgical Plant AO,1.0,RUB,,RU0005419117,7466842,stock_shares,common_share,0.0,0.0
DGX-RM,QUEST DIAGNOSTICS INCOR ORDSHS,QuestDiagn,QUEST DIAGNOSTICS INCOR ORDSHS,0.01,USD,2021-11-01,US74834L1008,122674771,stock_shares,common_share,0.0,0.0
CI-RM,Cigna Corporation,Cigna Corp,Cigna Corporation,0.01,USD,2021-05-04,US1255231003,340107539,stock_shares,common_share,0.0,0.0
kziz,"публичное акционерное общество ""Красногорский завод им. С.А.Зверева""",ПАО КМЗ,"Public Joint Stock Company ""Krasnogorsky Zavod""",0.1,RUB,,RU0009124010,5974305,stock_shares,common_share,0.0,0.0
zladp,"Публичное акционерное общество ""Завод ""Ладога""","ПАО ""Завод ""Ладога""","Public Joint-Stock Company ""Zavod ""Ladoga""",1.0,RUB,,RU000A0JQ3B2,121772,stock_shares,preferred_share,0.0,0.0
GEMA,ПАО ММЦБ ао,iММЦБ ао,IMCB PJSC,0.1,SUR,2019-07-25,RU000A100GC7,1492992,stock_shares,common_share,0.0,0.0
KCHEP,Камчатскэнерго ПАО ап,КамчатЭ ап,Kamchatskenergo (pref),0.1,SUR,2008-07-09,RU0006753480,183062052,stock_shares,preferred_share,0.0,0.0
K-RM,Kellogg Company,Kellogg,Kellogg Company,0.25,USD,2021-07-01,US4878361082,340878954,stock_shares,common_share,0.0,0.0
VRTX-RM,Vertex Pharmaceuticals Inc,Vertex,Vertex Pharmaceuticals Inc,0.01,USD,2021-04-01,US92532F1003,259428394,stock_shares,common_share,0.0,0.0
SWN-RM,Southwestern Energy Company,SWN,Southwestern Energy Company,0.01,USD,2021-04-01,US8454671095,677020351,stock_shares,common_share,0.0,0.0
LPSB,Липецкая энергосбыт.ком.ОАО ао,ЛЭСК ао,LESK ao,0.22,SUR,2005-08-16,RU000A0D8MR7,155521950,stock_shares,common_share,0.0,0.0
RLMNP,Группа Компаний Роллман ПАО ап,Роллман-п,Rollman GK ap,100.0,SUR,2014-05-05,RU000A0JU229,1560000,stock_shares,preferred_share,0.0,0.0
metpp,"Открытое акционерное общество по стоительству метрополитена в городе Санкт-Петербурге ""Метрострой""","ОАО ""Метрострой""","Public Joint-Stock Company po stoitelstvu metropolitena v gorode Sankt-Peterburge ""Metrostroj""",0.5,RUB,,RU000A0JP6A8,73772,stock_shares,preferred_share,0.0,0.0
WMT-RM,Walmart Inc.,Walmart,Walmart Inc.,0.1,USD,2020-11-02,US9311421039,2788497816,stock_shares,common_share,0.0,0.0
RTSBP,ТНС энерго Ростов. ПАО ап,ТНСэнРст-п,TNS energo Rostov-na-Dony(prf),0.02,SUR,2005-12-26,RU000A0D8PC2,925737256,stock_shares,preferred_share,0.0,0.0
DOW-RM,Dow Inc.,Dow,Dow Inc.,0.01,USD,2021-07-01,US2605571031,745771788,stock_shares,common_share,0.0,0.0
APTK,"ПАО ""Аптечная сеть 36,6"" ао",Аптеки36и6,"Apteki 36,6",0.64,SUR,2005-12-21,RU0008081765,7630433826,stock_shares,common_share,0.0,0.0
GCHE,Группа Черкизово ПАО-ао,ЧеркизГ-ао,Cherkizovo Group ao,0.01,SUR,2008-04-08,RU000A0JL4R1,41047014,stock_shares,common_share,0.0,0.0
USB-RM,U.S. Bancorp,USBancorp,U.S. Bancorp,0.01,USD,2021-07-01,US9029733048,1482622714,stock_shares,common_share,0.0,0.0
HON-RM,Honeywell International Inc.,Honeywell,Honeywell International Inc.,1.0,USD,2021-03-01,US4385161066,690399265,stock_shares,common_share,0.0,0.0
KO-RM,The Coca-Cola Company,Coca-Cola,The Coca-Cola Company,0.25,USD,2020-12-01,US1912161007,4316618703,stock_shares,common_share,0.0,0.0
TYL-RM,Tyler Technologies Ord Shs,TylerTech,Tyler Technologies Ord Shs,0.01,USD,2021-09-01,US9022521051,40843408,stock_shares,common_share,0.0,0.0
YRSB,ТНС энерго Ярославль ПАО ао,ТНСэнЯр,TNS energo Yaroslavl' ao,1.0,SUR,2005-08-29,RU000A0D8760,17143584,stock_shares,common_share,0.0,0.0
RTKM,Ростелеком (ПАО) ао.,Ростел -ао,Rostelecom,0.0025,SUR,2005-01-11,RU0008943394,3282997929,stock_shares,common_share,0.0,0.0
GTLC,"ПАО ""ДжиТиЭл"" ао",ПАОДжиТиЭл,"PAO ""GTL"" ao",0.2,SUR,2013-02-22,RU000A0JTN19,2596000000,stock_shares,common_share,0.0,0.0
RENI,Ренессанс Страхование ао,Ренессанс,Renaissance Insurance,9.88,SUR,2021-10-20,RU000A0ZZM04,556952780,stock_shares,common_share,0.0,0.0
ZYNE-RM,"Zynerba Pharmaceuticals, Inc.",Zynerba,"Zynerba Pharmaceuticals, Inc.",0.001,USD,2021-06-01,US98986X1090,41251537,stock_shares,common_share,0.0,0.0
TSLA-RM,"Tesla, Inc.",Tesla,"Tesla, Inc.",0.001,USD,2020-11-02,US88160R1014,990015158,stock_shares,common_share,0.0,0.0
GT-RM,Goodyear Tire & Rubber Company,Goodyear,Goodyear Tire & Rubber Company,,USD,2021-05-04,US3825501014,281192923,stock_shares,common_share,0.0,0.0
FB-RM,Meta Platforms Inc.,Meta Platf,Meta Platforms Inc.,1.0E-5,USD,2018-05-21,US30303M1027,2383812263,stock_shares,common_share,0.0,0.0
BANEP,Башнефть АНК ап,Башнефт ап,Bashneft ANK ap,1.0,SUR,2011-11-18,RU0007976965,29788012,stock_shares,preferred_share,0.0,0.0
CMI-RM,Cummins Inc. ORD SHS,Cummins,Cummins Inc. ORD SHS,2.5,USD,2021-11-01,US2310211063,143607162,stock_shares,common_share,0.0,0.0
SBER,Сбербанк России ПАО ао,Сбербанк,Sberbank,3.0,SUR,2007-07-20,RU0009029540,21586948000,stock_shares,common_share,0.0,0.0
tgkj,"Открытое акционерное общество ""Фортум""","ОАО ""Фортум""",Open Joint Stock Company Fortum,1.66,RUB,2007-09-20,RU000A0F61T7,880387078,stock_shares,common_share,0.0,0.0
HSIC-RM,"Henry Schein, Inc. ORD SHS",HenrySchei,"Henry Schein, Inc. ORD SHS",0.01,USD,2021-11-01,US8064071025,139693210,stock_shares,common_share,0.0,0.0
CNK-RM,"Cinemark Holdings, Inc.",Cinemark,"Cinemark Holdings, Inc.",0.001,USD,2021-07-01,US17243V1026,119627128,stock_shares,common_share,0.0,0.0
INTC-RM,Intel Corporation,Intel,Intel Corporation,0.001,USD,2018-09-17,US4581401001,4057000000,stock_shares,common_share,0.0,0.0
TGKD,Квадра ПАО ао,Квадра,Kvadra,0.01,SUR,2007-03-02,RU000A0JNMZ0,1912495577759,stock_shares,common_share,0.0,0.0
ALNU,АЛРОСА-Нюрба ПАО ао,АЛРОСА-Нюр,ALROSA-Nurba ao,25.0,SUR,2011-12-08,RU000A0JP468,800000,stock_shares,common_share,0.0,0.0
TGKB,"ао ПАО ""ТГК-2""",ТГК-2,TGK-2,0.01,SUR,2006-10-20,RU000A0JNGS7,1458404850747,stock_shares,common_share,0.0,0.0
TGKA,"ао ПАО ""ТГК-1""",ТГК-1,TGK-1,0.01,SUR,2007-03-26,RU000A0JNUD0,3854341416571,stock_shares,common_share,0.0,0.0
UWGN,ПАО НПК ОВК ао,ОВК ао,OVK ao,1.0,SUR,2015-04-29,RU000A0JVBT9,115996689,stock_shares,common_share,0.0,0.0
FNKO-RM,Funko Ord Shs Class A,Funko A,Funko Ord Shs Class A,1.0E-4,USD,2021-09-01,US3610081057,39388866,stock_shares,common_share,0.0,0.0
TGKN,"ао ПАО ""ТГК-14""",ТГК-14,TGK-14,0.001,SUR,2007-01-25,RU000A0H1ES3,1357945609114,stock_shares,common_share,0.0,0.0
PRMB,"АКБ ""Приморье"" ао",Приморье,AKB Primorye,1000.0,SUR,2011-05-03,RU000A0DPNQ5,250000,stock_shares,common_share,0.0,0.0
IRAO,"""Интер РАО"" ПАО ао",ИнтерРАОао,Inter RAO ao,2.80977,SUR,2009-12-01,RU000A0JPNM1,104400000000,stock_shares,common_share,0.0,0.0
V-RM,Visa Inc.,VISA,Visa Inc.,1.0E-4,USD,2018-09-17,US92826C8394,1687643027,stock_shares,common_share,0.0,0.0
TATNP,"ПАО ""Татнефть"" ап 3 вып.",Татнфт 3ап,Tatneft (pref),1.0,SUR,2005-01-11,RU0006944147,147508500,stock_shares,preferred_share,0.0,0.0
